Id,Sentence,Title,Author
5172,Ilya Ilyich Oblomov was lying in bed one morning in his flat in Gorokhovaya Street in one of those large houses which have as many inhabitants as a country town.,Oblomov,Ivan Goncharov (Translated By David Magarshack)
5174,‘That looks heavy. ’.,End Of The World Blues,Jon Courtenay Grimwood
5175,"A sharp clip-clop of iron-shod hooves deadened and died away, and clouds of yellow dust drifted from under the cottonwoods out over the sage.",Riders Of The Purple Sage,Zane Grey
5176,“Tonight we're going to show you eight silent ways to kill a man. ”.,The Forever War,Joe Haldeman
5177,When the office door opened suddenly I knew the game was up.,The Stainless Steel Rat,Harry Harrison
5178,Bill never realized that sex was the cause of it all.,"Bill, The Galactic Hero",Harry Harrison
5179,Amahast was already awake when the first light of approaching dawn began to spread across the ocean.,West Of Eden,Harry Harrison
5181,"If a man walks in dressed like a hick and acting as if he owned the place, he’s a spaceman.",Double Star,Robert A. Heinlein
5183,"“Easy, boy, easy. ”.",Between Planets,Robert A. Heinlein
5184,The thin air of Mars was chill but not really cold.,Red Planet,Robert A. Heinlein
5185,"I see in Lunaya Pravda that Luna City Council has passed on first reading a bill to examine, license, inspect—and tax—public food vendors operating inside municipal pressure.",The Moon Is A Harsh Mistress,Robert A. Heinlein
5186,"You see, I had this space suit.",Have Space Suit—Will Travel,Robert A. Heinlein
5187,"Well, there's the letter.",Praese,Amorentia Quibble
5188,"It is our intention to preserve in these pages what scant biographical material we have been able to collect concerning Joseph Knecht, or Ludi Magister Josephus III, as he is called in the Archives of the Glass Bead Game.",The Glass Bead Game,Hermann Hesse (Translated By Richard And Clara Winston)
5189,"Your chamagoso drug is working, at last, too soon.",High Aztech,Ernest Hogan
5190,You better not never tell nobody but God. It'd kill your mammy.,The Color Purple,Alice Walker
5191,We wept in what had once been the gymnasium.,The Handmaid's Tale,Margaret Atwood
5192,"If at any point in my life I had been able to find out what the future held, I would always have wanted to know whether or not I would have children.",A Life's Work: On Becoming A Mother,Rachel Cusk
5193,There was once a town in the heart of America where all life seemed to live in harmony with its surroundings.,Silent Spring,Rachel Carson
5194,Kirian stepped down the dusty wooden steps of the caravan and looked around.,Color Mage,Anne Marie Lutz
5195,I learned many years ago that sometimes it takes just a few words to blur the line between right and wrong.,Memoirs Of An Antihero,Drew Blank
5196,"At night I would lie in bed and watch the show, how bees squeezed through the cracks of my bedroom wall and flew circles around the room, making that propeller sound, a high-pitched zzzzzz that hummed along my skin.",The Secret Life Of Bees,Sue Monk Kidd
5197,We threw a party.,"Blood, Bones And Butter",Gabrielle Hamilton
5198,On one otherwise normal Tuesday evening I had the chance to live the American dream.,Monster Hunter International,Larry Correia
5199,"The Santa Anas blew in hot from the desert, shriveling the last of the spring grass into whiskers of pale straw.",White Oleander,Janet Fitch
5200,"The Hegemony Consul sat on the balcony of his ebony spaceship and played Rachmaninoff's Prelude in C-sharp Minor on an ancient but well-maintained Steinway while great, green saurian things surged and bellowed in the swamps below.",Hyperion,Dan Simmons
5201,Mariella peered down from the stern at the dark forms below and knew her fish was there if she had the strength to take it.,Hemingway's Girl,Erika Robuck
5202,"Only three people were left under the red and white awning of the grease joint: Grady, me, and the fry cook.",Water For Elephants,Sara Gruden
5203,Anyone who watches even the slightest amount of TV is familiar with the scene: An agent knocks on the door of some seemingly ordinary home or office.,Me Talk Pretty One Day,David Sedaris
5204,"Through the small tall bathroom window the December yard is gray and scratchy, the trees calligraphic.",A Heartbreaking Work Of Staggering Genius,Dave Eggers
5205,The blue Mercedes turned into the big circular drive of the Beverly Hills mansion at precisely five after six.,Lucifer's Hammer,Larry Niven & Jerry Pournelle
5207,I bet you're worried.,The Vagina Monologues,Eve Ensler
5208,"When I was ten years old, I wrote a letter to my future self and buried it in my backyard.",Hyperbole And A Half,Allie Brosh
5209,"The human race, to which so many of my readers belong, has been playing at children's games from the beginning, and will probably do it till the end, which is a nuisance for the few people who grow up.",The Napoleon Of Notting Hill,G. K. Chesterton
5210,It's still my favorite book in all the world.,The Princess Bride,William Goldman
5211,"Rologue (1) 1 WHEN Zarathustra was thirty years old, he left his home and the lake of his home, and went into the mountains.",Thus Spoke Zarathustra,Nietzsche
5212,"No one would deny that I have known hardship in my time, brief though it has been for all that I have done with it.",Kushiel's Chosen,Jacqueline Carey
5213,I'm thinking of asking the servants to wax my change before placing it in the Chinese tank I keep on my dresser.,Naked,David Sedaris
5214,The first civilization produced the first medicine.,Pandora's Lab,"Paul A. Offit, M.D."
5215,My friend Patsy was telling me a story.,When You Are Engulfed In Flames,David Sedaris
5216,No woman will ever satisfy me.,"Sex, Drugs, And Cocoa Puffs",Chuck Klosterman
5217,Can I tell you something weird? he asked.,Iv,Chuck Klosterman
5218,"My first garden was a place no grown-up ever knew about, even though it was in the backyard of a quarter-acre suburban plot.",Second Nature,Michael Pollan
5219,The calligraphy of combat is written with strokes of sudden blood.,Magic: The Gathering,Tanner Swett
5220,"Empress Celene strode into the University of Orlais's great Chantry Courtyard surrounded by her entourage of servants and guards and flanked by Ser Michel, her champion.",Dragon Age: The Masked Empire,Patrick Weekes
5221,"The afternoon my parents died, I was out shoplifting with Irene Klauson.",The Miseducation Of Cameron Post,Emily M. Danforth
5222,The lunch hour in the coworkers' cafeteria at Frankenberg's had reached its peak.,The Price Of Salt,Patricia Highsmith
5223,"The afternoon air tasted of wood smoke, a sign of autumn Katya would have enjoyed if she hadn't been hunting a traitor.",The Pyramid Waltz,Barbara Ann Wright
5224,"Two boy-men sat on the river's eastern bank, where an open-fronted tent gave them shelter from the chilly spring wind.",Battle Magic,Tamora Pierce
5226,"As the final rays of light glance off the water of the Zwanenburgwal, Amsterdam closes down.",The Spinoza Problem,Irvin Yalom
5227,The taxi’s radio was tuned to a classical FM broadcast.,1Q84,Haruki Murakami
5228,Starlight gives way to bolder neon.,The Vagrant,Peter Newman
5229,"It is said, in Imardin, that the wind has a soul, and that it wails through the narrow city streets because it is grieved by what it finds there.",The Magicians' Guild,Trudi Canavan
5230,"Even before he got electrocuted, Jason was having a rotten day.",Heroes Of Olympus: The Lost Hero,Rick Riordan
5231,"Everything starts sonewhere, although many physicists disagree.",Hogfather,Terry Pratchett
5232,Some people would say it's a bad idea to bring a fire-spider into a public library.,Libriomancer,Jim C. Hines
5233,Gordon Edgley's sudden death came as a shock to everyone - not least himself.,Skulduggery Pleasant,Derek Landy
5234,A small party of elves reached the road marker at the edge of the Gilt Leaf Wood an hour after sundown.,Lorwyn,Cory J. Herndon And Scott Mcgough
5235,"True! - nervous - very, very dreadfully nervous I had been and am; but why will you say that I am mad?.",The Tell-Tale Heart,Edgar Allan Poe
5236,"Alanna the Lioness, the King's Champion, could hardly contain her glee.",Protector Of The Small: First Test,Tamora Pierce
5237,Fall that year was warm.,Protector Of The Small: Page,Tamora Pierce
5238,"Despite the overflow of humanity present for the congress at the royal palace, the hall where Keladry of Mindelan walked was deserted.",Protector Of The Small: Squire,Tamora Pierce
5239,Keladry of Mindelan lay with the comfortable black blanket of sleep wrapped around her.,Protector Of The Small: Lady Knight,Tamora Pierce
5240,"There is just enough space inside here for one person to live indefinitely, or at least that's what the operation manual says.",How To Live Safely In A Science Fictional Universe,Charles Yu
5241,In a starless May night the town slept and the river flowed quietly through shadow.,Malafrena,Ursula Leguin
5242,"Ten past three already, and no sign of Colin.",Erebos,Ursula Poznanski
5243,"Terminal F at the Philadelphia International Airport is the end of the airport, but it feels like the end of the world.",Invasive,Chuck Wendig
5244,"There was once an orphan who as long as he could remember, had been herding sheep for a farmer in the South of Ireland.",Tales From Ireland - The Herdboy And The Monster,Gerard Murphy
5245,"At the time I first realized I might be fictional, my weekdays were spent at a publicly funded institution on the north side of Indianapolis called White River High School, where I was required to eat lunch at a particular time-between 12:37 p. M.",Turtles All The Way Down,John Green
5246,"Jashnah Kholin pretended to enjoy the party, giving no indication that she intended to have one of the guests killed.",Words Of Radiance,Brandon Sanderson
5247,The home was a small yellow cottage on an empty street.,The Child Finder,Rene Denfeld
5248,The woods are beautiful.,The Black Witch,Laurie Forest
5249,I still get nightmares. M.,House Of Leaves,Mark Z. Danielewski
5250,Strange things can happen at a crossroads.,The Boneshakers,Kate Milford
5251,"I looked up from the book I wasn’t reading and glanced around at the other passengers, all the while raising my butt cheeks as imperceptibly as possible, so as to let off an unprovenanced SBD.",One Three One,Julian Cope
5252,"This must be so difficult for you, Meredith.",A Head Full Of Ghosts.,Paul Tremblay.
5253,"Day had broken cold and gray, exceedingly cold and gray, when the man turned aside from the main Yukon trail and climbed the high earth bank.",To Build A Fire,Jack London
5254,One dollar and eighty-seven cents.,The Gift Of The Magi,O’Henry
5255,My sister decided we had to go see her estranged husband in Reno.,"Difficult Women, I Will Follow You",Roxane Gay
5256,Time is a lot of the things people say that God is.,A Breath Of Snow And Ashes,Diana Gabaldon
5258,"Things started to fall apart at home when my brother, Jaja, did not go to communion and Papa flung his heavy missal across the room and broke the figurines on the etagere.",Purple Hibiscus,Chimamanda Ngozi Adichie
5259,"Ma, a mouse has to do what a mouse has to do.",Ragweed,Avi
5260,"If your teacher has to die, August isn't a bad time of year for it.",The Teacher's Funeral,Richard Peck
5261,The madness of an autumn prairie cold front coming through.,The Corrections,Jonathan Franzen
5263,"Nobody ever warned me about mirrors, so for many years I was fond of them, and believed them to be trustworthy.","Boy, Snow, Bird",Helen Oyeyemi
5264,"No man knew when the Shuttle began its slow and heavy weaving from shore to shore, that it was held and guided by the great hand of Fate.",The Shuttle,Frances Hodgson Burnett
